Email,Q1,Q2,Observation,Name,ID,Current Skill,Current Seniority,Client Tag,Client,Project Tag,Project,starting Date,end Date,percentage,current Location,current TL,all Locations,current PMs,current PA,pms History,current DDs,assignment Type,comments,Project Studio,Studio,Office,dds History,business Unit Tag,business Unit Name,replacement reason,organizational Unit Type,billable,Organizational Unit de SAP,Organizational Unit SAP last,Entry Date
user5@mail,5,3,xxxxxxxxxxxxx,User160,191,Business Analyst,Sr,CLI3,Netflix,CLA059,Netflix Mobile,6/8/15,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,4,5,xxxxxxxxxxxxx,User228,192,Business Analyst,Sr,CLI3,Netflix,CLA059,Netflix Mobile,6/8/15,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user4@mail,1,2,xxxxxxxxxxxxx,User229,193,UX,Arq,CLI4,Netflix,CLA059,Netflix Mobile,6/8/15,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user2@mail,1,2,xxxxxxxxxxxxx,User297,194,Java Developer,Jr. adv,CLI5,Netflix,CLA059,Netflix Mobile,6/8/15,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,2,3,xxxxxxxxxxxxx,User298,195,Web Mobile Developer,SSr,CLI1,Netflix,CLA059,Netflix Mobile,6/8/15,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user1@mail,3,2,xxxxxxxxxxxxx,User366,196,SQL Developer,Jr,CLI2,Netflix,CLA059,Netflix Mobile,6/8/15,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,4,1,xxxxxxxxxxxxx,User367,197,Business Analyst,Sr,CLI3,Netflix,CLA059,Netflix Mobile,6/8/15,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,1,5,xxxxxxxxxxxxx,User435,198,Business Analyst,Sr,CLI3,Netflix,CLA059,Netflix Mobile,6/8/15,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,3,4,xxxxxxxxxxxxx,User436,199,UX,Arq,CLI4,Netflix,CLA059,Netflix Mobile,6/8/15,12/31/20,50,USA/CB1,Federico Fisto,AR/CB5,Harry Wilson,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,5,2,xxxxxxxxxxxxx,User31,200,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/15,12/31/20,49,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user2@mail,1,3,xxxxxxxxxxxxx,User32,201,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/15,12/31/20,48,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,4,5,xxxxxxxxxxxxx,User33,202,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/15,12/31/20,42,AR/CB2,Soledad Sadera,AR/CB2,Nicolas Dadario,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,5,5,xxxxxxxxxxxxx,User34,203,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/15,12/31/20,18,AR/CB2,Soledad Sadera,AR/CB3,Nicolas Dadario,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,5,2,xxxxxxxxxxxxx,User35,204,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/15,12/31/20,92,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,1,3,xxxxxxxxxxxxx,User36,205,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/15,12/31/20,96,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,1,2,xxxxxxxxxxxxx,User37,206,Web Mobile Developer,SSr,CLI1,Samsung,CLA058,SamGlob,6/8/15,12/31/20,99,AR/CB2,Soledad Sadera,AR/CB1,Nicolas Dadario,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user2@mail,2,5,xxxxxxxxxxxxx,User92,207,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/15,12/31/20,75,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user3@mail,3,5,xxxxxxxxxxxxx,User93,208,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/15,12/31/20,61,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user4@mail,4,2,xxxxxxxxxxxxx,User94,209,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/15,12/31/20,52,AR/CB2,Soledad Sadera,AR/CB2,Nicolas Dadario,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user5@mail,5,3,xxxxxxxxxxxxx,User95,210,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/15,12/31/20,47,AR/CB2,Soledad Sadera,AR/CB3,Nicolas Dadario,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user1@mail,4,5,xxxxxxxxxxxxx,User96,211,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/15,12/31/20,10,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,5,5,xxxxxxxxxxxxx,User97,212,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/15,12/31/20,57,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,3,2,xxxxxxxxxxxxx,User98,213,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/15,12/31/20,81,AR/CB2,Soledad Sadera,AR/CB1,Nicolas Dadario,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,5,4,xxxxxxxxxxxxx,User161,214,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/15,12/31/20,52,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user2@mail,5,5,xxxxxxxxxxxxx,User162,215,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/15,12/31/20,75,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,1,4,xxxxxxxxxxxxx,User163,216,Web Mobile Developer,SSr,CLI1,Samsung,CLA058,SamGlob,6/8/15,12/31/20,81,AR/CB2,Soledad Sadera,AR/CB2,Nicolas Dadario,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user4@mail,2,4,xxxxxxxxxxxxx,User164,217,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/15,12/31/20,14,AR/CB2,Soledad Sadera,AR/CB3,Nicolas Dadario,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,1,5,xxxxxxxxxxxxx,User165,218,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/15,12/31/20,50,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,1,1,xxxxxxxxxxxxx,User166,219,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/15,12/31/20,74,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user2@mail,3,3,xxxxxxxxxxxxx,User167,220,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/15,12/31/20,38,AR/CB2,Soledad Sadera,AR/CB1,Nicolas Dadario,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,1,5,xxxxxxxxxxxxx,User230,221,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/15,12/31/20,58,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user1@mail,1,1,xxxxxxxxxxxxx,User231,222,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/15,12/31/20,83,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,4,4,xxxxxxxxxxxxx,User232,223,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/15,12/31/20,28,AR/CB2,Soledad Sadera,AR/CB2,Nicolas Dadario,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,4,4,xxxxxxxxxxxxx,User233,224,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/15,12/31/20,68,AR/CB2,Soledad Sadera,AR/CB3,Nicolas Dadario,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user4@mail,2,1,xxxxxxxxxxxxx,User234,225,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/15,12/31/20,70,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,5,1,xxxxxxxxxxxxx,User235,226,Web Mobile Developer,SSr,CLI1,Samsung,CLA058,SamGlob,6/8/15,12/31/20,96,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user1@mail,4,1,xxxxxxxxxxxxx,User236,227,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/15,12/31/20,19,AR/CB2,Soledad Sadera,AR/CB1,Nicolas Dadario,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,1,2,xxxxxxxxxxxxx,User299,228,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/15,12/31/20,60,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,2,2,xxxxxxxxxxxxx,User300,229,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/15,12/31/20,9,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,3,5,xxxxxxxxxxxxx,User301,230,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/15,12/31/20,69,AR/CB2,Soledad Sadera,AR/CB2,Nicolas Dadario,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user2@mail,5,3,xxxxxxxxxxxxx,User302,231,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/15,12/31/20,50,AR/CB2,Soledad Sadera,AR/CB3,Nicolas Dadario,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,2,5,xxxxxxxxxxxxx,User303,232,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/15,12/31/20,13,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,2,5,xxxxxxxxxxxxx,User304,233,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/15,12/31/20,20,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,4,4,xxxxxxxxxxxxx,User305,234,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/15,12/31/20,100,AR/CB2,Soledad Sadera,AR/CB1,Nicolas Dadario,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user3@mail,3,4,xxxxxxxxxxxxx,User368,235,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/15,12/31/20,41,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user4@mail,5,1,xxxxxxxxxxxxx,User369,236,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/15,12/31/20,17,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,2,4,xxxxxxxxxxxxx,User370,237,Web Mobile Developer,SSr,CLI1,Samsung,CLA058,SamGlob,6/8/15,12/31/20,78,AR/CB2,Soledad Sadera,AR/CB2,Nicolas Dadario,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user1@mail,3,4,xxxxxxxxxxxxx,User371,238,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/15,12/31/20,86,AR/CB2,Soledad Sadera,AR/CB3,Nicolas Dadario,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,1,3,xxxxxxxxxxxxx,User372,239,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/15,12/31/20,83,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,4,3,xxxxxxxxxxxxx,User373,240,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/15,12/31/20,71,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user4@mail,2,2,xxxxxxxxxxxxx,User374,241,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/15,12/31/20,61,AR/CB2,Soledad Sadera,AR/CB1,Nicolas Dadario,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,2,2,xxxxxxxxxxxxx,User437,242,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/15,12/31/20,77,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,5,2,xxxxxxxxxxxxx,User438,243,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/15,12/31/20,20,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,3,4,xxxxxxxxxxxxx,User439,244,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/15,12/31/20,59,AR/CB2,Soledad Sadera,AR/CB2,Nicolas Dadario,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,3,4,xxxxxxxxxxxxx,User440,245,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/15,12/31/20,76,AR/CB2,Soledad Sadera,AR/CB3,Nicolas Dadario,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,3,5,xxxxxxxxxxxxx,User441,246,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/15,12/31/20,31,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,3,2,xxxxxxxxxxxxx,User442,247,Web Mobile Developer,SSr,CLI1,Samsung,CLA058,SamGlob,6/8/15,12/31/20,27,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user3@mail,1,3,xxxxxxxxxxxxx,User443,248,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/15,12/31/20,35,AR/CB2,Soledad Sadera,AR/CB1,Nicolas Dadario,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,5,2,xxxxxxxxxxxxx,User67,249,UX,Arq,CLI4,Shure,CLA058,Shure Mobile,6/8/15,12/31/20,27,USA/CB2,Silvia Argel,AR/CB4,Steve Apleton,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio3,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user3@mail,1,3,xxxxxxxxxxxxx,User68,250,Java Developer,Jr. adv,CLI5,Shure,CLA059,Shure Mobile,6/8/15,12/31/20,80,USA/CB2,Silvia Argel,AR/CB5,Steve Apleton,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio3,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user1@mail,4,2,xxxxxxxxxxxxx,User136,251,Web Mobile Developer,SSr,CLI1,Shure,CLA058,Shure Mobile,6/8/15,12/31/20,6,USA/CB2,Silvia Argel,AR/CB4,Steve Apleton,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio3,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user2@mail,3,3,xxxxxxxxxxxxx,User137,252,SQL Developer,Jr,CLI2,Shure,CLA059,Shure Mobile,6/8/15,12/31/20,54,USA/CB2,Silvia Argel,AR/CB5,Steve Apleton,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio3,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,5,5,xxxxxxxxxxxxx,User205,253,Business Analyst,Sr,CLI3,Shure,CLA058,Shure Mobile,6/8/15,12/31/20,73,USA/CB2,Silvia Argel,AR/CB4,Steve Apleton,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio3,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
