Glober email,Glober,Legal ID,Current Skill,Current Seniority,Client Tag,Client,Project Tag,Project,Starting Date,End Date,Percentage,Current Location,Current TL,All Locations,Current PMs,Current PA,PMs History,Current DDs,Assignment Type,Comments,Project Studio,Glober Studio/BU,Glober Office,DDs History,Business Unit Tag,Business Unit Name,Replacement reason,Organizational Unit Type,Billable,Organizational Unit de SAP,Organizational Unit SAP last,Entry Date,Organizational Unit de SAP,Organizational Unit SAP last,Entry Date
user5@mail,User35,204,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,92,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user1@mail,User36,205,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,96,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user2@mail,User37,206,Web Mobile Developer,SSr,CLI1,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,99,AR/CB2,Soledad Sadera,AR/CB1,Nicolas Dadario,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user2@mail,User92,207,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,75,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user3@mail,User93,208,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,61,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user4@mail,User94,209,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,52,AR/CB2,Soledad Sadera,AR/CB2,Nicolas Dadario,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user5@mail,User95,210,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,47,AR/CB2,Soledad Sadera,AR/CB3,Nicolas Dadario,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user1@mail,User96,211,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,10,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user2@mail,User97,212,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,57,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user3@mail,User98,213,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,81,AR/CB2,Soledad Sadera,AR/CB1,Nicolas Dadario,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user1@mail,User161,214,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,52,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user2@mail,User162,215,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,75,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user3@mail,User163,216,Web Mobile Developer,SSr,CLI1,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,81,AR/CB2,Soledad Sadera,AR/CB2,Nicolas Dadario,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user4@mail,User164,217,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,14,AR/CB2,Soledad Sadera,AR/CB3,Nicolas Dadario,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user5@mail,User165,218,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,50,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user1@mail,User166,219,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,74,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user2@mail,User167,220,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,38,AR/CB2,Soledad Sadera,AR/CB1,Nicolas Dadario,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user5@mail,User230,221,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,58,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user1@mail,User231,222,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,83,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user2@mail,User232,223,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,28,AR/CB2,Soledad Sadera,AR/CB2,Nicolas Dadario,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user3@mail,User233,224,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,68,AR/CB2,Soledad Sadera,AR/CB3,Nicolas Dadario,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user4@mail,User234,225,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,70,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user5@mail,User235,226,Web Mobile Developer,SSr,CLI1,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,96,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user1@mail,User236,227,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,19,AR/CB2,Soledad Sadera,AR/CB1,Nicolas Dadario,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user4@mail,User299,228,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,60,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user5@mail,User300,229,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,9,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user1@mail,User301,230,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,69,AR/CB2,Soledad Sadera,AR/CB2,Nicolas Dadario,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user2@mail,User302,231,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,50,AR/CB2,Soledad Sadera,AR/CB3,Nicolas Dadario,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user3@mail,User303,232,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,13,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user4@mail,User304,233,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,20,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user5@mail,User305,234,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,100,AR/CB2,Soledad Sadera,AR/CB1,Nicolas Dadario,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user3@mail,User368,235,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,41,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user4@mail,User369,236,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,17,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user5@mail,User370,237,Web Mobile Developer,SSr,CLI1,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,78,AR/CB2,Soledad Sadera,AR/CB2,Nicolas Dadario,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user1@mail,User371,238,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,86,AR/CB2,Soledad Sadera,AR/CB3,Nicolas Dadario,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user2@mail,User372,239,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,83,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user3@mail,User373,240,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,71,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user4@mail,User374,241,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,61,AR/CB2,Soledad Sadera,AR/CB1,Nicolas Dadario,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user2@mail,User437,242,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,77,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user3@mail,User438,243,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,20,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user4@mail,User439,244,Business Analyst,Sr,CLI3,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,59,AR/CB2,Soledad Sadera,AR/CB2,Nicolas Dadario,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user5@mail,User440,245,UX,Arq,CLI4,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,76,AR/CB2,Soledad Sadera,AR/CB3,Nicolas Dadario,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user1@mail,User441,246,Java Developer,Jr. adv,CLI5,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,31,AR/CB2,Soledad Sadera,AR/CB4,Nicolas Dadario,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user2@mail,User442,247,Web Mobile Developer,SSr,CLI1,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,27,AR/CB2,Soledad Sadera,AR/CB5,Nicolas Dadario,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user3@mail,User443,248,SQL Developer,Jr,CLI2,Samsung,CLA058,SamGlob,6/8/2015,12/31/20,35,AR/CB2,Soledad Sadera,AR/CB1,Nicolas Dadario,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user2@mail,User67,249,UX,Arq,CLI4,Shure,CLA058,Shure Mobile,6/8/2015,12/31/20,27,USA/CB2,Silvia Argel,AR/CB4,Steve Apleton,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio3,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user3@mail,User68,250,Java Developer,Jr. adv,CLI5,Shure,CLA059,Shure Mobile,6/8/2015,12/31/20,80,USA/CB2,Silvia Argel,AR/CB5,Steve Apleton,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio3,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user1@mail,User136,251,Web Mobile Developer,SSr,CLI1,Shure,CLA058,Shure Mobile,6/8/2015,12/31/20,6,USA/CB2,Silvia Argel,AR/CB4,Steve Apleton,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio3,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user2@mail,User137,252,SQL Developer,Jr,CLI2,Shure,CLA059,Shure Mobile,6/8/2015,12/31/20,54,USA/CB2,Silvia Argel,AR/CB5,Steve Apleton,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio3,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user5@mail,User205,253,Business Analyst,Sr,CLI3,Shure,CLA058,Shure Mobile,6/8/2015,12/31/20,73,USA/CB2,Silvia Argel,AR/CB4,Steve Apleton,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio3,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user1@mail,User206,254,UX,Arq,CLI4,Shure,CLA059,Shure Mobile,6/8/2015,12/31/20,91,USA/CB2,Silvia Argel,AR/CB5,Steve Apleton,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio3,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user4@mail,User274,255,UX,Arq,CLI4,Shure,CLA058,Shure Mobile,6/8/2015,12/31/20,19,USA/CB2,Silvia Argel,AR/CB4,Steve Apleton,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio3,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user5@mail,User275,256,Java Developer,Jr. adv,CLI5,Shure,CLA059,Shure Mobile,6/8/2015,12/31/20,83,USA/CB2,Silvia Argel,AR/CB5,Steve Apleton,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio3,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user3@mail,User343,257,Web Mobile Developer,SSr,CLI1,Shure,CLA058,Shure Mobile,6/8/2015,12/31/20,83,USA/CB2,Silvia Argel,AR/CB4,Steve Apleton,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio3,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user4@mail,User344,258,SQL Developer,Jr,CLI2,Shure,CLA059,Shure Mobile,6/8/2015,12/31/20,9,USA/CB2,Silvia Argel,AR/CB5,Steve Apleton,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio3,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user2@mail,User412,259,Business Analyst,Sr,CLI3,Shure,CLA058,Shure Mobile,6/8/2015,12/31/20,14,USA/CB2,Silvia Argel,AR/CB4,Steve Apleton,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio3,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user3@mail,User413,260,UX,Arq,CLI4,Shure,CLA059,Shure Mobile,6/8/2015,12/31/20,66,USA/CB2,Silvia Argel,AR/CB5,Steve Apleton,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio3,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user1@mail,User481,261,UX,Arq,CLI4,Shure,CLA058,Shure Mobile,6/8/2015,12/31/20,88,USA/CB2,Silvia Argel,AR/CB4,Steve Apleton,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio3,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user2@mail,User482,262,Java Developer,Jr. adv,CLI5,Shure,CLA059,Shure Mobile,6/8/2015,12/31/20,92,USA/CB2,Silvia Argel,AR/CB5,Steve Apleton,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio3,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user4@mail,User69,263,SQL Developer,Jr,CLI2,Shure,CLA056,Shure Web,6/8/2015,12/31/20,16,USA/CB2,Julio Blanco,AR/CB2,Steve Apleton,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio3,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user3@mail,User138,264,Business Analyst,Sr,CLI3,Shure,CLA056,Shure Web,6/8/2015,12/31/20,16,USA/CB2,Julio Blanco,AR/CB2,Steve Apleton,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio3,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user2@mail,User207,265,Java Developer,Jr. adv,CLI5,Shure,CLA056,Shure Web,6/8/2015,12/31/20,83,USA/CB2,Julio Blanco,AR/CB2,Steve Apleton,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio3,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user1@mail,User276,266,SQL Developer,Jr,CLI2,Shure,CLA056,Shure Web,6/8/2015,12/31/20,53,USA/CB2,Julio Blanco,AR/CB2,Steve Apleton,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio3,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user5@mail,User345,267,Business Analyst,Sr,CLI3,Shure,CLA056,Shure Web,6/8/2015,12/31/20,32,USA/CB2,Julio Blanco,AR/CB2,Steve Apleton,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio3,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user4@mail,User414,268,Java Developer,Jr. adv,CLI5,Shure,CLA056,Shure Web,6/8/2015,12/31/20,72,USA/CB2,Julio Blanco,AR/CB2,Steve Apleton,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio3,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user3@mail,User483,269,SQL Developer,Jr,CLI2,Shure,CLA056,Shure Web,6/8/2015,12/31/20,22,USA/CB2,Julio Blanco,AR/CB2,Steve Apleton,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio3,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user2@mail,User12,270,Business Analyst,Sr,CLI3,Siemens,CLA057,Control Siemens,6/8/2015,12/31/20,45,AR/CB2,Xavier Perez,AR/CB3,Gaston Sosa,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user5@mail,User20,271,SQL Developer,Jr,CLI2,Siemens,CLA056,Control Siemens,6/8/2015,12/31/20,22,AR/CB2,Xavier Perez,AR/CB2,Gaston Sosa,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
