Glober email,Glober,Legal ID,Current Skill,Current Seniority,Client Tag,Client,Project Tag,Project,Starting Date,End Date,Percentage,Current Location,Current TL,All Locations,Current PMs,Current PA,PMs History,Current DDs,Assignment Type,Comments,Project Studio,Glober Studio/BU,Glober Office,DDs History,Business Unit Tag,Business Unit Name,Replacement reason,Organizational Unit Type,Billable,Organizational Unit de SAP,Organizational Unit SAP last,Entry Date
user4@mail,User269,3477,Business Analyst,Arq,CLI4,Sony,CLA057,Sony Store,6/8/2015,12/31/20,25,AR/CB2,Matias Eriso,AR/CB3,Ricardo Estevez,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,User270,3478,UX,Jr. adv,CLI5,Sony,CLA058,Sony Store,6/8/2015,12/31/20,39,AR/CB2,Matias Eriso,AR/CB4,Ricardo Estevez,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,User271,3479,Java Developer,SSr,CLI1,Sony,CLA059,Sony Store,6/8/2015,12/31/20,62,AR/CB2,Matias Eriso,AR/CB5,Ricardo Estevez,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,User272,3480,Web Mobile Developer,Jr,CLI2,Sony,CLA055,Sony Store,6/8/2015,12/31/20,93,AR/CB2,Matias Eriso,AR/CB1,Ricardo Estevez,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user3@mail,User273,3481,SQL Developer,Sr,CLI3,Sony,CLA056,Sony Store,6/8/2015,12/31/20,84,AR/CB2,Matias Eriso,AR/CB2,Ricardo Estevez,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,User337,3482,Business Analyst,Arq,CLI4,Sony,CLA057,Sony Store,6/8/2015,12/31/20,82,AR/CB2,Matias Eriso,AR/CB3,Ricardo Estevez,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,User338,3483,UX,Jr. adv,CLI5,Sony,CLA057,Sony Store,6/8/2015,12/31/20,22,AR/CB2,Matias Eriso,AR/CB3,Ricardo Estevez,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user4@mail,User339,3484,Java Developer,Jr,CLI2,Sony,CLA058,Sony Store,6/8/2015,12/31/20,88,AR/CB2,Matias Eriso,AR/CB4,Ricardo Estevez,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,User340,3485,SQL Developer,Sr,CLI3,Sony,CLA059,Sony Store,6/8/2015,12/31/20,40,AR/CB2,Matias Eriso,AR/CB5,Ricardo Estevez,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user1@mail,User341,3486,Business Analyst,Arq,CLI4,Sony,CLA055,Sony Store,6/8/2015,12/31/20,14,AR/CB2,Matias Eriso,AR/CB1,Ricardo Estevez,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user2@mail,User342,3487,UX,Jr. adv,CLI5,Sony,CLA056,Sony Store,6/8/2015,12/31/20,10,AR/CB2,Matias Eriso,AR/CB2,Ricardo Estevez,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,User406,3488,Java Developer,SSr,CLI1,Sony,CLA057,Sony Store,6/8/2015,12/31/20,95,AR/CB2,Matias Eriso,AR/CB3,Ricardo Estevez,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,User407,3489,Web Mobile Developer,Jr,CLI2,Sony,CLA057,Sony Store,6/8/2015,12/31/20,74,AR/CB2,Matias Eriso,AR/CB3,Ricardo Estevez,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user3@mail,User408,3490,SQL Developer,Sr,CLI3,Sony,CLA058,Sony Store,6/8/2015,12/31/20,33,AR/CB2,Matias Eriso,AR/CB4,Ricardo Estevez,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,User409,3491,Business Analyst,Arq,CLI4,Sony,CLA059,Sony Store,6/8/2015,12/31/20,14,AR/CB2,Matias Eriso,AR/CB5,Ricardo Estevez,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,User410,3492,UX,Jr. adv,CLI5,Sony,CLA055,Sony Store,6/8/2015,12/31/20,74,AR/CB2,Matias Eriso,AR/CB1,Ricardo Estevez,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,User411,3493,Java Developer,Jr,CLI2,Sony,CLA056,Sony Store,6/8/2015,12/31/20,6,AR/CB2,Matias Eriso,AR/CB2,Ricardo Estevez,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,User475,3494,SQL Developer,Sr,CLI3,Sony,CLA057,Sony Store,6/8/2015,12/31/20,70,AR/CB2,Matias Eriso,AR/CB3,Ricardo Estevez,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user1@mail,User476,3495,Business Analyst,Arq,CLI4,Sony,CLA057,Sony Store,6/8/2015,12/31/20,59,AR/CB2,Matias Eriso,AR/CB3,Ricardo Estevez,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user2@mail,User477,3496,UX,Jr. adv,CLI5,Sony,CLA058,Sony Store,6/8/2015,12/31/20,32,AR/CB2,Matias Eriso,AR/CB4,Ricardo Estevez,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user3@mail,User478,3497,Java Developer,SSr,CLI1,Sony,CLA059,Sony Store,6/8/2015,12/31/20,39,AR/CB2,Matias Eriso,AR/CB5,Ricardo Estevez,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user4@mail,User479,3498,Web Mobile Developer,Jr,CLI2,Sony,CLA055,Sony Store,6/8/2015,12/31/20,66,USA/CB2,Matias Eriso,AR/CB1,Ricardo Estevez,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio2,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user5@mail,User57,3499,SQL Developer,Sr,CLI3,Sony,CLA056,Sony Store,6/8/2015,12/31/20,57,USA/CB2,Matias Eriso,AR/CB2,Ricardo Estevez,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,User58,3500,Business Analyst,Sr,CLI3,Sony,CLA057,Sony Store,6/8/2015,12/31/20,19,USA/CB2,Matias Eriso,AR/CB3,Ricardo Estevez,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,User59,3501,Business Analyst,Arq,CLI4,Spotify,CLA057,Spot and Go,6/8/2015,12/31/20,16,USA/CB2,Virginia Dala,AR/CB3,Gustavo Ara,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user4@mail,User60,3502,UX,Jr. adv,CLI5,Spotify,CLA058,Spot and Go,6/8/2015,12/31/20,99,USA/CB2,Virginia Dala,AR/CB4,Gustavo Ara,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user5@mail,User126,3503,Java Developer,Jr,CLI2,Spotify,CLA059,Spot and Go,6/8/2015,12/31/20,64,USA/CB2,Virginia Dala,AR/CB5,Gustavo Ara,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user1@mail,User127,3504,SQL Developer,Jr. adv,CLI5,Spotify,CLA056,Spot and Go,6/8/2015,12/31/20,61,USA/CB2,Virginia Dala,AR/CB2,Gustavo Ara,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,User128,3505,Java Developer,SSr,CLI1,Spotify,CLA057,Spot and Go,6/8/2015,12/31/20,61,USA/CB2,Virginia Dala,AR/CB3,Gustavo Ara,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,User129,3506,Web Mobile Developer,Jr,CLI2,Spotify,CLA058,Spot and Go,6/8/2015,12/31/20,82,USA/CB2,Virginia Dala,AR/CB4,Gustavo Ara,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user4@mail,User195,3507,SQL Developer,Sr,CLI3,Spotify,CLA059,Spot and Go,6/8/2015,12/31/20,8,USA/CB2,Virginia Dala,AR/CB5,Gustavo Ara,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,User196,3508,Business Analyst,Jr,CLI2,Spotify,CLA056,Spot and Go,6/8/2015,12/31/20,76,USA/CB2,Virginia Dala,AR/CB2,Gustavo Ara,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,User197,3509,SQL Developer,Sr,CLI3,Spotify,CLA057,Spot and Go,6/8/2015,12/31/20,100,USA/CB2,Virginia Dala,AR/CB3,Gustavo Ara,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,User198,3510,Business Analyst,Arq,CLI4,Spotify,CLA058,Spot and Go,6/8/2015,12/31/20,24,USA/CB2,Virginia Dala,AR/CB4,Gustavo Ara,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,User264,3511,UX,Jr. adv,CLI5,Spotify,CLA059,Spot and Go,6/8/2015,12/31/20,13,USA/CB2,Virginia Dala,AR/CB5,Gustavo Ara,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user4@mail,User265,3512,Java Developer,Sr,CLI3,Spotify,CLA056,Spot and Go,6/8/2015,12/31/20,23,USA/CB2,Virginia Dala,AR/CB2,Gustavo Ara,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,User266,3513,Business Analyst,Arq,CLI4,Spotify,CLA057,Spot and Go,6/8/2015,12/31/20,12,USA/CB2,Virginia Dala,AR/CB3,Gustavo Ara,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,User267,3514,UX,Jr. adv,CLI5,Spotify,CLA058,Spot and Go,6/8/2015,12/31/20,49,USA/CB2,Virginia Dala,AR/CB4,Gustavo Ara,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user2@mail,User333,3515,Java Developer,Jr,CLI2,Spotify,CLA059,Spot and Go,6/8/2015,12/31/20,57,USA/CB2,Virginia Dala,AR/CB5,Gustavo Ara,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,User334,3516,SQL Developer,Jr. adv,CLI5,Spotify,CLA056,Spot and Go,6/8/2015,12/31/20,84,USA/CB2,Virginia Dala,AR/CB2,Gustavo Ara,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,User335,3517,Java Developer,SSr,CLI1,Spotify,CLA057,Spot and Go,6/8/2015,12/31/20,42,USA/CB2,Virginia Dala,AR/CB3,Gustavo Ara,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,User336,3518,Web Mobile Developer,Jr,CLI2,Spotify,CLA058,Spot and Go,6/8/2015,12/31/20,76,USA/CB2,Virginia Dala,AR/CB4,Gustavo Ara,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user1@mail,User402,3519,SQL Developer,Sr,CLI3,Spotify,CLA059,Spot and Go,6/8/2015,12/31/20,5,USA/CB2,Virginia Dala,AR/CB5,Gustavo Ara,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,User403,3520,Business Analyst,Jr,CLI2,Spotify,CLA056,Spot and Go,6/8/2015,12/31/20,70,USA/CB2,Virginia Dala,AR/CB2,Gustavo Ara,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,User404,3521,SQL Developer,Sr,CLI3,Spotify,CLA057,Spot and Go,6/8/2015,12/31/20,81,USA/CB2,Virginia Dala,AR/CB3,Gustavo Ara,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,User405,3522,Business Analyst,Arq,CLI4,Spotify,CLA058,Spot and Go,6/8/2015,12/31/20,96,USA/CB2,Virginia Dala,AR/CB4,Gustavo Ara,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,User471,3523,UX,Jr. adv,CLI5,Spotify,CLA059,Spot and Go,6/8/2015,12/31/20,75,USA/CB2,Virginia Dala,AR/CB5,Gustavo Ara,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,User472,3524,Java Developer,Sr,CLI3,Spotify,CLA056,Spot and Go,6/8/2015,12/31/20,90,USA/CB2,Virginia Dala,AR/CB2,Gustavo Ara,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,User473,3525,Business Analyst,Arq,CLI4,Spotify,CLA057,Spot and Go,6/8/2015,12/31/20,77,USA/CB2,Virginia Dala,AR/CB3,Gustavo Ara,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,User474,3526,UX,Jr. adv,CLI5,Spotify,CLA058,Spot and Go,6/8/2015,12/31/20,52,USA/CB2,Virginia Dala,AR/CB4,Gustavo Ara,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user4@mail,User42,3527,Java Developer,Jr,CLI2,Spotify,CLA059,Spot and Go,6/8/2015,12/31/20,88,USA/CB2,Virginia Dala,AR/CB5,Gustavo Ara,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,USA/Studio2,AR/CBA/oficina5,Pepe gomez5,BUSST5,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,User43,3528,SQL Developer,Jr,CLI2,Spotify,CLA056,Spot and Go,6/8/2015,12/31/20,40,USA/CB2,Virginia Dala,AR/CB2,Gustavo Ara,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user3@mail,User70,3529,SQL Developer,Sr,CLI3,Spotify,CLA056,Street Music,6/8/2015,12/31/20,88,USA/CB2,Jorge Gomez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,User71,3530,Business Analyst,Sr,CLI3,Spotify,CLA056,Street Music,6/8/2015,12/31/20,16,USA/CB2,Jorge Gomez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,User139,3531,Business Analyst,Arq,CLI4,Spotify,CLA056,Street Music,6/8/2015,12/31/20,22,USA/CB2,Jorge Gomez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user4@mail,User140,3532,UX,Arq,CLI4,Spotify,CLA056,Street Music,6/8/2015,12/31/20,90,USA/CB2,Jorge Gomez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user5@mail,User208,3533,UX,Jr. adv,CLI5,Spotify,CLA056,Street Music,6/8/2015,12/31/20,46,USA/CB2,Jorge Gomez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user3@mail,User209,3534,Java Developer,SSr,CLI1,Spotify,CLA056,Street Music,6/8/2015,12/31/20,58,USA/CB2,Jorge Gomez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user4@mail,User277,3535,Web Mobile Developer,Jr,CLI2,Spotify,CLA056,Street Music,6/8/2015,12/31/20,8,USA/CB2,Jorge Gomez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user2@mail,User278,3536,SQL Developer,Sr,CLI3,Spotify,CLA056,Street Music,6/8/2015,12/31/20,39,USA/CB2,Jorge Gomez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user3@mail,User346,3537,Business Analyst,Arq,CLI4,Spotify,CLA056,Street Music,6/8/2015,12/31/20,88,USA/CB2,Jorge Gomez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,User347,3538,UX,Arq,CLI4,Spotify,CLA056,Street Music,6/8/2015,12/31/20,89,USA/CB2,Jorge Gomez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user2@mail,User415,3539,UX,Jr. adv,CLI5,Spotify,CLA056,Street Music,6/8/2015,12/31/20,72,USA/CB2,Jorge Gomez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user5@mail,User416,3540,Java Developer,SSr,CLI1,Spotify,CLA056,Street Music,6/8/2015,12/31/20,14,USA/CB2,Jorge Gomez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit5,No,Dev127,Development,8/25/14
user1@mail,User484,3541,Web Mobile Developer,Jr,CLI2,Spotify,CLA056,Street Music,6/8/2015,12/31/20,56,USA/CB2,Jorge Gomez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit1,No,Dev123,Development,8/25/14
user4@mail,User485,3542,SQL Developer,Sr,CLI3,Spotify,CLA056,Street Music,6/8/2015,12/31/20,6,USA/CB2,Jorge Gomez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,User40,3543,Business Analyst,Arq,CLI4,Volkswagen,CLA056,Anti-Emision,6/8/2015,12/31/20,100,USA/CB2,Jorge Gomez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio2,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,User41,3544,UX,Arq,CLI4,Volkswagen,CLA056,Anti-Emision,6/8/2015,12/31/20,89,USA/CB2,Jorge Gomez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio2,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,User72,3545,UX,Jr. adv,CLI5,Volkswagen,CLA056,Anti-Emision,6/8/2015,12/31/20,42,USA/CB2,Juan Perez,AR/CB4,Mario Almda,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,USA/Studio2,AR/CBA/oficina4,Pepe gomez4,BUSST4,USA,Position closed,Unit4,No,Dev126,Development,8/25/14
